egoid,venues_all
6520,v0049|v0096|v0312|v0629|v0821|v0992|v0998
6521,v0078|v0661|v0960
6522,v0464|v0507|v1054
6523,v0510|v0560|v0804|v0975|v0993|v1140
6524,v0357|v0384
6525,v0489
6526,v0464|v0509|v0750
6527,v0096|v0109|v0300|v0489|v0731|v0924|v0993|v1113
6528,v0087|v0096|v0489|v0975|v0993|v1113
6529,v0221|v0504|v0556|v0996
6530,v0128|v0910|v1007|v1114
6531,v0087|v0507|v0783|v0914|v0995|v1228
6532,v0096|v1019
6533,v0507|v0994|v1199
6534,v0010|v0389|v0390|v0687|v0731|v0915
6535,v0221|v0357|v0975
6536,v0096|v1019
6537,v0756|v0757|v0828|v0843
6538,v0340|v0478|v0535|v0763|v0835|v0852|v0858|v0916|v0950|v0975|v0992|v0994
6539,v0221|v1197
6540,v0447|v0497|v0923|v1137
6541,v0955|v0993
6542,v0767|v0775|v0819|v0854|v0975|v1071
6543,v0464|v0509|v0750
6544,v0230|v0473|v0886|v0917|v0934|v0955|v0974|v0992|v0998|v1074|v1086
6545,v0438
6546,v0233|v0338|v0529|v0532|v0975|v0992|v0994
6547,v0438
6548,v0456|v1003
6549,v0002|v0169|v0436|v0561|v0583|v1110
6550,v0661|v0731|v0732|v0993
6551,v0902|v0975
6552,v0096|v0114|v0137
6553,v0661|v0959|v0960|v0962
6554,v0005|v0096|v0156|v0357|v0975|v0992|v0993
6555,v0049|v0223|v0389|v0392|v1174
6556,v0312|v0443
6557,v0464|v0479|v0923|v0925|v0992
6558,v0603|v0960|v1005
6559,v0507|v0958|v0975|v0980|v0992|v0993
6560,v0375|v0959|v0975|v0992|v0993|v1164
6561,v0539|v0994|v1124
6562,v0102|v0731|v0959|v0975|v0994|v1178|v1228
6563,v0096|v0109|v0489
6564,v0096|v0221|v0299|v0489|v0993
6565,v0096|v0109|v0900
6566,v0221|v0489|v0993
6567,v0103|v0113|v0440|v0599|v1186|v1188
6568,v0490|v0573|v0661
6569,v0221|v0357|v0975
6570,v0312|v0443
6571,v0357|v0576|v0811|v0977|v0992
6572,v0340|v0478|v0535|v0763|v0835|v0852|v0858|v0916|v0950|v0975|v0992|v0994
6573,v0253|v0332|v0801
6574,v0975|v0993|v1013|v1192|v1194
6575,v0096|v1183
6576,v0975|v0992
6577,v0049|v0393
6578,v0331|v0645|v0665|v0751|v0753|v0754|v0993|v1179
6579,v0565
6580,v0661|v0959
6581,v0096|v0109|v0900
6582,v0384|v0960
6583,v0109|v0508|v1003
6584,v0157|v0300|v0975|v0994
6585,v0582|v1003
6586,v0004|v0292|v0975|v0994
6587,v0658|v0993|v0994|v0997|v1183|v1217
6588,v0221|v0958
6589,v0221|v0489|v0993
6590,v0230|v0473|v0886|v0917|v0934|v0955|v0974|v0992|v0998|v1074|v1086
6591,v0213|v0992
6592,v0157|v0300|v0975|v0994
6593,v0489|v0975|v0994|v1000
6594,v0096|v1183
6595,v0975|v0994|v1113
6596,v0221|v0357|v0975
6597,v0221|v0357|v0975
6598,v0102|v0731|v0959|v0975|v0994|v1178|v1228
6599,v0975|v0994|v1113
6600,v0096|v0109|v0300|v0489|v0731|v0924|v0993|v1113
6601,v0213|v0992
6602,v0078|v0661|v0960
6603,v0104|v0489|v0666
6604,v0096|v0207|v0446|v0489|v0665
6605,v0104|v0489|v0666
6606,v0507|v0958|v0975|v0980|v0992|v0993
6607,v0464|v0479|v0923|v0925|v0992
6608,v0961|v0975|v0992
6609,v1110
6610,v0379|v0384|v1159
6611,v0066|v0357|v0550|v0882|v0943
6612,v0087|v0091|v0576|v0960|v0993
6613,v0507|v0677|v0993|v1051
6614,v0221|v0343|v0975|v1002
6615,v0221|v0923|v1200
6616,v0096|v0109|v0900
6617,v0582|v1003
6618,v0074|v0076|v0375|v0472|v1140
6619,v0464|v0507|v1054
6620,v0340|v0341|v0391|v0663|v0998
6621,v0464|v0479|v0923|v0925|v0992
6622,v0974|v0975|v0993
6623,v0264|v0443|v0851|v0958|v0993
6624,v0447|v0497|v0923|v1137
6625,v0250|v0923|v1122
6626,v0490|v0573|v0661
6627,v0489|v0665|v0993
6628,v0661|v0731|v0732|v0993
6629,v0955|v0993
6630,v0221|v0958
6631,v0502|v0664
6632,v0049|v0082|v0324|v0389|v1040|v1140|v1143|v1164
6633,v0049|v1073|v1111
6634,v0603|v0960|v1005
6635,v0331|v0465|v0484|v0489
6636,v0096|v0109|v0900
6637,v0284|v0838|v0930
6638,v0087|v0274|v0424|v0661|v0960|v1110
6639,v0490|v0573|v0661
6640,v0109|v0567|v0658|v1205|v1228
6641,v0109|v0440|v0804
6642,v0357|v0576|v0811|v0977|v0992
6643,v0507|v0677|v0993|v1051
6644,v0661|v0895|v0937|v0953|v0960|v0992|v1015
6645,v0087|v0507|v0783|v0914|v0995|v1228
6646,v0050|v0160|v0555|v0922|v0945|v1141
6647,v0928|v0993|v1110
6648,v0455|v0507|v0665
6649,v0096|v0221|v0236|v0400|v0406|v0489|v0507|v0599|v0680|v0960|v1139
6650,v0250|v0923|v1122
6651,v0087|v0274|v0424|v0661|v0960|v1110
6652,v0464|v0599|v0960|v0993
6653,v0508
6654,v0961|v0975|v0992
6655,v0312|v0443
6656,v0438
6657,v0130|v0168|v0395|v0804|v0974|v0992|v1145|v1158|v1211
6658,v0077|v0225|v0394|v0397|v0459|v0491|v0515|v0584|v0599|v0665|v0670|v0674|v0684|v0700|v0838|v1140|v1184
6659,v0661|v0960|v0990|v0993
6660,v0221|v0599|v0996
6661,v0458|v0562|v0567|v0577|v1198
6662,v0079|v0124|v0446|v0489|v0508|v0686|v1061|v1137|v1183|v1230
6663,v0010|v0389|v0390|v0687|v0731|v0915
6664,v0701|v0966
6665,v0539|v0994|v1124
6666,v0161|v0996
6667,v0974|v0975|v0993
6668,v0010|v0389|v0390|v0687|v0731|v0915
6669,v0340|v0341|v0391|v0663|v0998
6670,v0221|v0504|v0556|v0996
6671,v0489|v0923|v0993
6672,v0097|v0102|v0271|v0333|v0731|v0735|v0855|v1113
6673,v1110
6674,v0489|v0923|v0993
6675,v0489|v0923|v0993
6676,v0096|v0221|v0299|v0489|v0993
6677,v0071|v0645|v0960|v1110
6678,v0602|v0731|v0845|v0865
6679,v0157|v0300|v0975|v0994
6680,v0049|v0096|v0222|v0321|v0552|v0735|v0974|v0993|v1206
6681,v0096|v0300|v0585|v1212
6682,v0049|v0223|v0389|v0392|v1174
6683,v0110|v0114|v0840|v0862|v0974|v0975|v0993|v1000
6684,v0213|v0992
6685,v0049|v0143|v0389|v0975|v0994
6686,v0096|v1183
6687,v0928|v0993|v1110
6688,v0923
6689,v0004|v0292|v0975|v0994
6690,v0431|v0665
6691,v0096|v1019
6692,v0661|v0959|v0960|v0962
6693,v0096|v0207|v0446|v0489|v0665
6694,v0010|v0389|v0390|v0687|v0731|v0915
6695,v0980|v0994
6696,v0096|v0221|v0299|v0489|v0993
6697,v0508|v0577|v0581
6698,v0980|v0994
6699,v0096|v0109|v0489
6700,v0004|v0032|v0557
6701,v0658|v0993|v0994|v0997|v1183|v1217
6702,v0102|v0929|v1122
6703,v0960
6704,v0096|v0207|v0446|v0489|v0665
6705,v0489|v0665|v0993
6706,v0096|v1199
6707,v0331|v0645|v0665|v0751|v0753|v0754|v0993|v1179
6708,v0004|v0032|v0557
6709,v0078|v0661|v0960
6710,v0221|v0274|v0599|v0928
6711,v0087|v0091|v0576|v0960|v0993
6712,v0096|v0221|v0299|v0489|v0993
6713,v0010|v0389|v0390|v0687|v0731|v0915
6714,v0508|v0577|v0581
6715,v0357|v0576|v0811|v0977|v0992
6716,v0233|v0338|v0529|v0532|v0975|v0992|v0994
6717,v0096|v0109|v0489
6718,v0357|v0576|v0811|v0977|v0992
6719,v0096|v1019
6720,v0074|v0076|v0375|v0472|v1140
6721,v0079|v0124|v0446|v0489|v0508|v0686|v1061|v1137|v1183|v1230
6722,v0332|v0665|v1193
6723,v0975|v0992
6724,v0195|v0236|v0661|v0900|v0960|v0993|v1110|v1111|v1134
6725,v0558
6726,v0083|v0665|v0712|v0745|v0817|v0960|v0975|v0993|v1022|v1138|v1184|v1196
6727,v0510|v0560|v0804|v0975|v0993|v1140
6728,v0431|v0665
6729,v0102|v0929|v1122
6730,v0071|v0109|v0221|v0299|v0665|v0975|v0992|v0993|v1113|v1189
6731,v0044|v0045|v0321|v0431|v0449|v0665|v0855|v0915
6732,v0260|v0335|v0391|v0439|v0806|v1050|v1064|v1094
6733,v0095|v0198|v0441|v0960|v1164
6734,v0097|v0098|v0100|v0222|v0416|v0454|v0566|v0578|v0996|v1224
6735,v0390|v0391|v0599|v0665|v0909
6736,v0095|v0198|v0441|v0960|v1164
6737,v0019|v0109|v0221
6738,v0665|v1074|v1110|v1141
6739,v0006|v0125|v0468|v0999
6740,v0050|v0328|v0329|v0752|v0915
6741,v0383|v0452|v0668
6742,v0276|v0339|v0513|v0514|v0533|v0595|v0665|v0847
6743,v0097|v0580|v0731|v1140
6744,v0343|v0361|v0627|v0900|v0975|v0998|v1201
6745,v0023|v0049|v0221|v0439|v1114|v1117
6746,v0022|v0030|v0049|v0097|v0387|v0389|v0395|v0397|v0399|v0420|v0576|v0789|v0971|v1047|v1123
6747,v0019|v0109|v0221
6748,v0665|v1074|v1110|v1141
6749,v0390|v0391|v0599|v0665|v0909
6750,v0244|v0251|v0866|v0963|v1113
6751,v0221|v0599|v0665|v0994
6752,v0221|v0612|v0793|v1160
6753,v0050|v0328|v0329|v0752|v0915
6754,v0221
6755,v0926
6756,v0050|v0109|v0221|v0731|v0737
6757,v0391|v0397|v0714|v1128|v1189
6758,v0050|v0346|v0391|v0477|v0545|v0628|v0629
6759,v0175|v0328|v0375
6760,v0221|v0599|v0665|v0994
6761,v0023|v0049|v0221|v0439|v1114|v1117
6762,v0050|v0187|v0417
6763,v0050|v0109|v0221|v0731|v0737
6764,v0221|v0226|v0332|v0375|v0804|v0959
6765,v0391|v0763|v0915
6766,v0383|v0452|v0668
6767,v0009|v0141|v0260|v0312|v0590|v0805|v1127
6768,v0049|v0221|v0301|v0665|v1091
6769,v0326|v0341|v0525|v0665|v0667|v0974|v1000|v1110
6770,v0083|v0176|v0233|v0722|v0889
6771,v0661|v0960
6772,v0221|v1118|v1128
6773,v0166|v0167|v0793|v0933
6774,v0332|v1105|v1168
6775,v0062|v0221|v0260|v0958|v0961|v1113
6776,v0926
6777,v0019|v0109|v0221
6778,v0101|v0332|v0805|v0855
6779,v0125|v0233|v0298|v0377|v0387|v0390|v0599|v0701|v0723|v0789|v0794|v0994|v1052|v1096|v1164
6780,v0071|v0221|v0375|v0799|v0946
6781,v0244|v0251|v0866|v0963|v1113
6782,v0101|v0332|v0805|v0855
6783,v0221|v0612|v0793|v1160
6784,v0030|v0221|v0462|v0661|v0960|v1058|v1099
6785,v0221|v1118|v1128
6786,v0050|v0328|v0329|v0752|v0915
6787,v0101|v0332|v0805|v0855
6788,v0332|v1105|v1168
6789,v0038|v0050|v0147|v0148|v0221|v0592|v0703
6790,v0326|v0341|v0525|v0665|v0667|v0974|v1000|v1110
6791,v0818
6792,v0050|v0346|v0391|v0477|v0545|v0628|v0629
6793,v0044|v0045|v0321|v0431|v0449|v0665|v0855|v0915
6794,v0027|v0223|v0389
6795,v0383|v0452|v0668
6796,v0087|v0221|v0473|v0525|v0549
6797,v0050|v0328|v0329|v0752|v0915
6798,v0050|v0140|v0201|v0216|v0268|v0486|v0523|v0974
6799,v0221
6800,v0097|v0098|v0100|v0222|v0416|v0454|v0566|v0578|v0996|v1224
6801,v0125|v0233|v0298|v0377|v0387|v0390|v0599|v0701|v0723|v0789|v0794|v0994|v1052|v1096|v1164
6802,v0049|v0221|v0301|v0665|v1091
6803,v0125|v0233|v0298|v0377|v0387|v0390|v0599|v0701|v0723|v0789|v0794|v0994|v1052|v1096|v1164
6804,v0221|v0599|v0665|v0994
6805,v0050|v0140|v0201|v0216|v0268|v0486|v0523|v0974
6806,v0818
6807,v0044|v0045|v0321|v0431|v0449|v0665|v0855|v0915
6808,v0254|v0261|v0855
6809,v0097|v0098|v0100|v0222|v0416|v0454|v0566|v0578|v0996|v1224
6810,v0175|v0328|v0375
6811,v0050|v0328|v0329|v0752|v0915
6812,v0109|v0665
6813,v0260|v0335|v0391|v0439|v0806|v1050|v1064|v1094
6814,v0030|v0221|v0462|v0661|v0960|v1058|v1099
6815,v0131|v0134|v0398|v0940|v0974|v0975|v0979|v0994|v1000|v1074
6816,v0044|v0045|v0321|v0431|v0449|v0665|v0855|v0915
6817,v0083|v0176|v0233|v0722|v0889
6818,v0050
6819,v0097|v0580|v0731|v1140
6820,v0221|v0599|v0665|v0701|v1182
6821,v0818
6822,v0262
6823,v0388|v0408|v0410|v0412|v0665
6824,v0062|v0221|v0260|v0958|v0961|v1113
6825,v0125|v0233|v0298|v0377|v0387|v0390|v0599|v0701|v0723|v0789|v0794|v0994|v1052|v1096|v1164
6826,v0276|v0339|v0513|v0514|v0533|v0595|v0665|v0847
6827,v0131|v0134|v0398|v0940|v0974|v0975|v0979|v0994|v1000|v1074
6828,v0221
6829,v0087|v0094
6830,v0109|v0671|v0793
6831,v0128|v0355|v0381|v1076|v1164
6832,v0055|v0067|v0272|v0281|v0383|v0386|v0453|v0965|v1178
6833,v0166|v0167|v0793|v0933
6834,v0131|v0134|v0398|v0940|v0974|v0975|v0979|v0994|v1000|v1074
6835,v0009|v0141|v0260|v0312|v0590|v0805|v1127
6836,v0038|v0050|v0147|v0148|v0221|v0592|v0703
6837,v0128|v0355|v0381|v1076|v1164
6838,v0043|v0080|v0149|v0150|v0151|v0432|v0528|v0540|v0541|v0731|v0793|v0807|v1057|v1189
6839,v0174|v0420|v0570|v0839|v0840
6840,v0019|v0109|v0221
6841,v0221|v0599|v0665|v0701|v1182
6842,v0101|v0332|v0805|v0855
6843,v0027|v0223|v0389
6844,v0332|v1105|v1168
6845,v0661|v0960
6846,v0109|v0665
6847,v0343|v0361|v0627|v0900|v0975|v0998|v1201
6848,v0388|v0408|v0410|v0412|v0665
6849,v0259|v0375|v1095|v1204
6850,v0233
6851,v0309|v1043|v1091
6852,v0665|v1074|v1110|v1141
6853,v0391|v0397|v0714|v1128|v1189
6854,v0221|v0612|v0793|v1160
6855,v0175|v0328|v0375
6856,v0391|v0397|v0714|v1128|v1189
6857,v0027|v0223|v0389
6858,v0109|v0671|v0793
6859,v0326|v0341|v0525|v0665|v0667|v0974|v1000|v1110
6860,v0332|v1105|v1168
6861,v0262
6862,v0251|v0391
6863,v0388|v0408|v0410|v0412|v0665
6864,v0174|v0420|v0570|v0839|v0840
6865,v0050|v0109|v0221|v0731|v0737
6866,v0062|v0221|v0260|v0958|v0961|v1113
6867,v0221|v0599|v0665|v0701|v1182
6868,v0062|v0221|v0260|v0958|v0961|v1113
6869,v0974
6870,v0125|v0233|v0298|v0377|v0387|v0390|v0599|v0701|v0723|v0789|v0794|v0994|v1052|v1096|v1164
6871,v0087|v0094
6872,v0391|v0763|v0915
6873,v0383|v0452|v0668
6874,v0166|v0167|v0793|v0933
6875,v0009|v0141|v0260|v0312|v0590|v0805|v1127
6876,v0383|v0452|v0668
6877,v0071|v0221|v0375|v0799|v0946
6878,v0087|v0221|v0473|v0525|v0549
6879,v0326|v0341|v0525|v0665|v0667|v0974|v1000|v1110
6880,v0128|v0355|v0381|v1076|v1164
6881,v0087|v0221|v0473|v0525|v0549
6882,v0071|v0221|v0375|v0799|v0946
6883,v0097|v0098|v0100|v0222|v0416|v0454|v0566|v0578|v0996|v1224
6884,v0861|v0886|v0987
6885,v0097|v0098|v0100|v0222|v0416|v0454|v0566|v0578|v0996|v1224
6886,v0251|v0391
6887,v0095|v0198|v0441|v0960|v1164
6888,v0254|v0261|v0855
6889,v0818
6890,v0221|v0259|v0391|v0799|v0916
6891,v0221|v0233|v0599|v1164
6892,v0101|v0332|v0805|v0855
6893,v0030|v0221|v0462|v0661|v0960|v1058|v1099
6894,v0221|v0612|v0793|v1160
6895,v0131|v0134|v0398|v0940|v0974|v0975|v0979|v0994|v1000|v1074
6896,v0050
6897,v0818
6898,v0388|v0408|v0410|v0412|v0665
6899,v0332|v1105|v1168
6900,v0221|v1118|v1128
6901,v0221|v0612|v0793|v1160
6902,v0254|v0261|v0855
6903,v0087|v0221|v0473|v0525|v0549
6904,v0050|v0328|v0329|v0752|v0915
6905,v0087|v0221|v0473|v0525|v0549
6906,v0174|v0420|v0570|v0839|v0840
6907,v0022|v0030|v0049|v0097|v0387|v0389|v0395|v0397|v0399|v0420|v0576|v0789|v0971|v1047|v1123
6908,v0006|v0125|v0468|v0999
6909,v0665|v1074|v1110|v1141
6910,v0221|v0226|v0332|v0375|v0804|v0959
6911,v0221|v0259|v0391|v0799|v0916
6912,v0062|v0221|v0260|v0958|v0961|v1113
6913,v0221|v0599|v0665|v0701|v1182
6914,v0665|v1074|v1110|v1141
6915,v0055|v0067|v0272|v0281|v0383|v0386|v0453|v0965|v1178
6916,v0343|v0361|v0627|v0900|v0975|v0998|v1201
6917,v0050|v0346|v0391|v0477|v0545|v0628|v0629
6918,v0050
6919,v0087|v0094
6920,v0221|v0599|v0665|v0994
6921,v0221|v0226|v0332|v0375|v0804|v0959
6922,v0221|v0706
6923,v0383|v0452|v0668
6924,v0244|v0251|v0866|v0963|v1113
6925,v0391|v0763|v0915
6926,v0109|v0665
6927,v0095|v0198|v0441|v0960|v1164
6928,v0050|v0187|v0417
6929,v0097|v0580|v0731|v1140
6930,v0244|v0251|v0866|v0963|v1113
6931,v0818
6932,v0390|v0391|v0599|v0665|v0909
6933,v0019|v0109|v0221
6934,v0388|v0408|v0410|v0412|v0665
6935,v0221|v0233|v0599|v1164
6936,v0254|v0261|v0855
6937,v0062|v0221|v0260|v0958|v0961|v1113
6938,v0027|v0223|v0389
6939,v0050
6940,v0175|v0328|v0375
6941,v0044|v0045|v0321|v0431|v0449|v0665|v0855|v0915
6942,v0244|v0251|v0866|v0963|v1113
6943,v0050|v0187|v0417
6944,v0027|v0223|v0389
6945,v0030|v0221|v0462|v0661|v0960|v1058|v1099
6946,v0175|v0328|v0375
6947,v0131|v0134|v0398|v0940|v0974|v0975|v0979|v0994|v1000|v1074
6948,v0023|v0049|v0221|v0439|v1114|v1117
6949,v0050|v0539|v1213
6950,v0251|v0391
6951,v0332|v1105|v1168
6952,v0030|v0221|v0462|v0661|v0960|v1058|v1099
6953,v0050|v0539|v1213
6954,v0259|v0375|v1095|v1204
6955,v0050|v0187|v0417
6956,v0044|v0045|v0321|v0431|v0449|v0665|v0855|v0915
6957,v0166|v0167|v0793|v0933
6958,v0221|v0433|v0442|v0841|v1113
6959,v0391|v0397|v0714|v1128|v1189
6960,v0049|v0221|v0301|v0665|v1091
6961,v0128|v0355|v0381|v1076|v1164
6962,v0050|v0539|v1213
6963,v0244|v0251|v0866|v0963|v1113
6964,v0109|v0665
6965,v0254|v0261|v0855
6966,v0233
6967,v0023|v0049|v0221|v0439|v1114|v1117
6968,v0087|v0221|v0473|v0525|v0549
6969,v0030|v0221|v0462|v0661|v0960|v1058|v1099
6970,v0101|v0332|v0805|v0855
6971,v0166|v0167|v0793|v0933
6972,v0095|v0198|v0441|v0960|v1164
6973,v0262
6974,v0221|v0226|v0332|v0375|v0804|v0959
6975,v0101|v0332|v0805|v0855
6976,v0233
6977,v0388|v0408|v0410|v0412|v0665
6978,v0221|v0612|v0793|v1160
6979,v0125|v0233|v0298|v0377|v0387|v0390|v0599|v0701|v0723|v0789|v0794|v0994|v1052|v1096|v1164
6980,v0087|v0221|v0473|v0525|v0549
6981,v0390|v0391|v0599|v0665|v0909
6982,v0390|v0391|v0599|v0665|v0909
6983,v0062|v0221|v0260|v0958|v0961|v1113
6984,v0062|v0221|v0260|v0958|v0961|v1113
6985,v0019|v0109|v0221
6986,v0254|v0261|v0855
6987,v0038|v0050|v0147|v0148|v0221|v0592|v0703
6988,v0383|v0452|v0668
6989,v0175|v0328|v0375
6990,v0050|v0346|v0391|v0477|v0545|v0628|v0629
6991,v0274|v0446|v0665|v0667|v1189
6992,v0083|v0176|v0233|v0722|v0889
6993,v0221|v0433|v0442|v0841|v1113
6994,v0131|v0134|v0398|v0940|v0974|v0975|v0979|v0994|v1000|v1074
6995,v0049|v0274
6996,v0131|v0134|v0398|v0940|v0974|v0975|v0979|v0994|v1000|v1074
6997,v0071|v0221|v0375|v0799|v0946
6998,v0309|v1043|v1091
6999,v0019|v0109|v0221
7000,v0251|v0391
7001,v0818
7002,v0055|v0067|v0272|v0281|v0383|v0386|v0453|v0965|v1178
7003,v0175|v0328|v0375
7004,v0044|v0045|v0321|v0431|v0449|v0665|v0855|v0915
7005,v0049|v0221|v0301|v0665|v1091
7006,v0221|v0599|v0665|v0994
7007,v0174|v0420|v0570|v0839|v0840
7008,v0861|v0886|v0987
7009,v0259|v0375|v1095|v1204
7010,v0974
7011,v0023|v0049|v0221|v0439|v1114|v1117
7012,v0259|v0375|v1095|v1204
7013,v0233
7014,v0274|v0446|v0665|v0667|v1189
7015,v0332|v1105|v1168
7016,v0254|v0261|v0855
7017,v0019|v0109|v0221
7018,v0043|v0080|v0149|v0150|v0151|v0432|v0528|v0540|v0541|v0731|v0793|v0807|v1057|v1189
7019,v0071|v0221|v0375|v0799|v0946
7020,v0050|v0187|v0417
7021,v0125|v0233|v0298|v0377|v0387|v0390|v0599|v0701|v0723|v0789|v0794|v0994|v1052|v1096|v1164
7022,v0251|v0391
7023,v0095|v0198|v0441|v0960|v1164
7024,v0095|v0198|v0441|v0960|v1164
7025,v0260|v0335|v0391|v0439|v0806|v1050|v1064|v1094
7026,v0818
7027,v0383|v0452|v0668
7028,v0097|v0580|v0731|v1140
7029,v0050|v0346|v0391|v0477|v0545|v0628|v0629
7030,v0175|v0328|v0375
7031,v0244|v0251|v0866|v0963|v1113
7032,v0050|v0328|v0329|v0752|v0915
7033,v0019|v0109|v0221
7034,v0818
7035,v0097|v0580|v0731|v1140
7036,v0326|v0341|v0525|v0665|v0667|v0974|v1000|v1110
7037,v0221|v0226|v0332|v0375|v0804|v0959
7038,v0087|v0221|v0473|v0525|v0549
7039,v0050|v0539|v1213
7040,v0818
7041,v0274|v0446|v0665|v0667|v1189
7042,v0383|v0452|v0668
7043,v0244|v0251|v0866|v0963|v1113
7044,v0030|v0221|v0462|v0661|v0960|v1058|v1099
7045,v0259|v0375|v1095|v1204
7046,v0388|v0408|v0410|v0412|v0665
7047,v0027|v0223|v0389
7048,v0391|v0763|v0915
7049,v0050|v0187|v0417
7050,v0221|v0233|v0599|v1164
7051,v0023|v0049|v0221|v0439|v1114|v1117
7052,v0251|v0391
7053,v0665|v1074|v1110|v1141
7054,v0038|v0050|v0147|v0148|v0221|v0592|v0703
7055,v0665|v1074|v1110|v1141
7056,v0391|v0763|v0915
7057,v0326|v0341|v0525|v0665|v0667|v0974|v1000|v1110
7058,v0974
7059,v0050|v0539|v1213
7060,v0049|v0221|v0301|v0665|v1091
7061,v0050|v0328|v0329|v0752|v0915
7062,v0332|v1105|v1168
7063,v0383|v0452|v0668
7064,v0166|v0167|v0793|v0933
7065,v0260|v0335|v0391|v0439|v0806|v1050|v1064|v1094
7066,v0022|v0030|v0049|v0097|v0387|v0389|v0395|v0397|v0399|v0420|v0576|v0789|v0971|v1047|v1123
7067,v0019|v0109|v0221
7068,v0030|v0221|v0462|v0661|v0960|v1058|v1099
7069,v0043|v0080|v0149|v0150|v0151|v0432|v0528|v0540|v0541|v0731|v0793|v0807|v1057|v1189
7070,v0071|v0221|v0375|v0799|v0946
7071,v0221|v0433|v0442|v0841|v1113
7072,v0861|v0886|v0987
7073,v0062|v0221|v0260|v0958|v0961|v1113
7074,v0391|v0397|v0714|v1128|v1189
7075,v0050
7076,v0109|v0665
7077,v0049|v0221|v0301|v0665|v1091
7078,v0309|v1043|v1091
7079,v0861|v0886|v0987
7080,v0343|v0361|v0627|v0900|v0975|v0998|v1201
7081,v0974
7082,v0221
7083,v0174|v0420|v0570|v0839|v0840
7084,v0109|v0665
7085,v0926
7086,v0259|v0375|v1095|v1204
7087,v0388|v0408|v0410|v0412|v0665
7088,v0095|v0198|v0441|v0960|v1164
7089,v0175|v0328|v0375
7090,v0974
7091,v0221
7092,v0022|v0030|v0049|v0097|v0387|v0389|v0395|v0397|v0399|v0420|v0576|v0789|v0971|v1047|v1123
7093,v0097|v0098|v0100|v0222|v0416|v0454|v0566|v0578|v0996|v1224
7094,v0251|v0391
7095,v0050|v0187|v0417
7096,v0009|v0141|v0260|v0312|v0590|v0805|v1127
7097,v0109|v0671|v0793
7098,v0221|v0433|v0442|v0841|v1113
7099,v0044|v0045|v0321|v0431|v0449|v0665|v0855|v0915
7100,v0131|v0134|v0398|v0940|v0974|v0975|v0979|v0994|v1000|v1074
7101,v0383|v0452|v0668
7102,v0233
7103,v0131|v0134|v0398|v0940|v0974|v0975|v0979|v0994|v1000|v1074
7104,v0326|v0341|v0525|v0665|v0667|v0974|v1000|v1110
7105,v0109|v0671|v0793
7106,v0030|v0221|v0462|v0661|v0960|v1058|v1099
7107,v0050|v0109|v0221|v0731|v0737
7108,v0221|v0612|v0793|v1160
7109,v0019|v0109|v0221
7110,v0391|v0397|v0714|v1128|v1189
7111,v0055|v0067|v0272|v0281|v0383|v0386|v0453|v0965|v1178
7112,v0661|v0960
7113,v0043|v0080|v0149|v0150|v0151|v0432|v0528|v0540|v0541|v0731|v0793|v0807|v1057|v1189
7114,v0038|v0050|v0147|v0148|v0221|v0592|v0703
7115,v0276|v0339|v0513|v0514|v0533|v0595|v0665|v0847
7116,v0044|v0045|v0321|v0431|v0449|v0665|v0855|v0915
7117,v0276|v0339|v0513|v0514|v0533|v0595|v0665|v0847
7118,v0221|v0599|v0665|v0994
7119,v0022|v0030|v0049|v0097|v0387|v0389|v0395|v0397|v0399|v0420|v0576|v0789|v0971|v1047|v1123
7120,v0221|v0233|v0599|v1164
7121,v0391|v0763|v0915
7122,v0221|v0706
7123,v0023|v0049|v0221|v0439|v1114|v1117
7124,v0254|v0261|v0855
7125,v0221|v0233|v0599|v1164
7126,v0101|v0332|v0805|v0855
7127,v0221|v0433|v0442|v0841|v1113
7128,v0244|v0251|v0866|v0963|v1113
7129,v0175|v0328|v0375
7130,v0023|v0049|v0221|v0439|v1114|v1117
7131,v0050|v0539|v1213
7132,v0038|v0050|v0147|v0148|v0221|v0592|v0703
7133,v0260|v0335|v0391|v0439|v0806|v1050|v1064|v1094
7134,v0332|v1105|v1168
7135,v0049|v0274
7136,v0309|v1043|v1091
7137,v0023|v0049|v0221|v0439|v1114|v1117
7138,v0083|v0176|v0233|v0722|v0889
7139,v0388|v0408|v0410|v0412|v0665
7140,v0251|v0391
7141,v0661|v0960
7142,v0276|v0339|v0513|v0514|v0533|v0595|v0665|v0847
7143,v0332|v1105|v1168
7144,v0332|v1105|v1168
7145,v0083|v0176|v0233|v0722|v0889
7146,v0175|v0328|v0375
7147,v0665|v1074|v1110|v1141
7148,v0332|v1105|v1168
7149,v0661|v0960
7150,v0050|v0109|v0221|v0731|v0737
7151,v0027|v0223|v0389
7152,v0665|v1074|v1110|v1141
7153,v0221|v0233|v0599|v1164
7154,v0062|v0221|v0260|v0958|v0961|v1113
7155,v0244|v0251|v0866|v0963|v1113
7156,v0097|v0580|v0731|v1140
7157,v0049|v0221|v0301|v0665|v1091
7158,v0109|v0671|v0793
7159,v0221|v0259|v0391|v0799|v0916
7160,v0101|v0332|v0805|v0855
7161,v0101|v0332|v0805|v0855
7162,v0391|v0397|v0714|v1128|v1189
7163,v0388|v0408|v0410|v0412|v0665
7164,v0038|v0050|v0147|v0148|v0221|v0592|v0703
7165,v0221|v0599|v0665|v0994
7166,v0343|v0361|v0627|v0900|v0975|v0998|v1201
