egoid,apps_all
3184,a14
3185,a05|a10|a14
3186,a05|a17|a18
3187,s03187
3188,s03188
3189,a07|a08|a10
3190,s03190
3191,a17|a18
3192,a05|a14|a16
3193,a14
3194,s03194
3195,a05
3196,a05
3197,s03197
3198,a14
3199,a16
3200,a01|a05|a14|a17|a23|a41
3201,s03201
3202,a14
3203,a14
3204,a05|a14|a17
3205,a05|a14|a17|a41
3206,a05|a14|a36
3207,a05|a14
3208,s03208
3209,a05|a14|a17|a41
3210,a17|a18
3211,s03211
3212,a14
3213,s03213
3214,a05|a14|a36
3215,a14
3216,s03216
3217,a10|a14
3218,a05|a17|a19
3219,a14|a21
3220,a05|a14
3221,s03221
3222,s03222
3223,s03223
3224,s03224
3225,s03225
3226,a05
3227,s03227
3228,a05|a14
3229,a05|a14|a21
3230,a05|a07|a10|a16
3231,a05|a17
3232,a05|a14|a16
3233,a05|a36
3234,a14
3235,s03235
3236,s03236
3237,a05
3238,s03238
3239,a01|a05|a14|a17|a23|a41
3240,a05|a14|a36
3241,a05|a14|a16
3242,a05|a14|a16
3243,a16
3244,a05|a19|a34
3245,a05|a07|a10|a16
3246,a05|a14|a17
3247,s03247
3248,a05|a14
3249,a05|a17
3250,a01|a19
3251,a17|a18
3252,a05|a36
3253,s03253
3254,s03254
3255,s03255
3256,a05|a19|a34
3257,a05|a18
3258,a01|a05|a32
3259,a05|a14|a17|a41
3260,a05|a17|a36
3261,a05|a14
3262,a08
3263,s03263
3264,s03264
3265,a05
3266,a08
3267,s03267
3268,s03268
3269,a17|a19
3270,a01|a05|a32
3271,s03271
3272,s03272
3273,a05|a17
3274,a17
3275,a10|a14
3276,a05|a17|a19
3277,a17|a18
3278,a05|a14|a17|a41
3279,a05|a18
3280,a05|a08|a10|a14
3281,a05|a14|a16
3282,s03282
3283,a05|a14
3284,a05|a14
3285,a05|a14
3286,s03286
3287,a16
3288,s03288
3289,a17|a19
3290,a16
3291,a01|a05
3292,a16
3293,a01|a05|a14|a17|a23|a41
3294,a17|a18
3295,a17|a36
3296,a05|a16
3297,a17
3298,a14|a21
3299,a05|a14|a16
3300,a05|a17
3301,a14
3302,a05|a14
3303,a05|a14|a17|a41
3304,a05|a17|a36
3305,a05|a14|a16
3306,s03306
3307,s03307
3308,a05
3309,s03309
3310,s03310
3311,s03311
3312,a05|a14
3313,s03313
3314,s03314
3315,a05|a14|a16
3316,a14
3317,a17|a19
3318,a01|a05|a32
3319,s03319
3320,a05|a17
3321,s03321
3322,a17|a36
3323,a07
3324,a05|a36
3325,a01|a05|a32
3326,a05
3327,a10|a14
3328,s03328
3329,s03329
3330,a05|a14
3331,s03331
3332,a05|a14
3333,s03333
3334,a05|a36
3335,a05|a14|a16
3336,a14
3337,a07|a08|a10
3338,s03338
3339,a10|a14
3340,s03340
3341,s03341
3342,a14
3343,a05
3344,a07|a08|a10
3345,a10|a14
3346,a05|a17
3347,a05|a14|a16
3348,a05|a36
3349,a17|a36
3350,a05
3351,s03351
3352,a17|a36
3353,a05|a17|a18
3354,a05|a14|a41
3355,a05
3356,a14|a21
3357,s03357
3358,s03358
3359,s03359
3360,a01|a05
3361,s03361
3362,s03362
3363,a17|a36
3364,a07
3365,s03365
3366,a05|a17
3367,s03367
3368,a03|a05|a17|a36
3369,s03369
3370,s03370
3371,a05|a14|a36
3372,a05
3373,a14
3374,a14
3375,s03375
3376,s03376
3377,a05|a14|a16
3378,a17|a18
3379,a05|a17
3380,s03380
3381,s03381
3382,a14|a21
3383,s03383
3384,a05|a14|a16
3385,a05|a14|a16
3386,a01|a05|a07|a08|a10|a14|a17
3387,a05|a14
3388,s03388
3389,a05
3390,a05|a10|a14
3391,s03391
3392,a14|a21
3393,s03393
3394,a05|a14|a36
3395,a05|a14
3396,a05
3397,a01|a05
3398,a07|a08|a10
3399,a05|a17
3400,a05|a14
3401,a05
3402,a17
3403,a05|a14|a41
3404,s03404
3405,a05|a07|a10|a16
3406,a17|a36
3407,s03407
3408,s03408
3409,a05|a14|a17|a41
3410,a16
3411,a05
3412,s03412
3413,a17
3414,s03414
3415,a05|a36
3416,a01|a05
3417,a05|a17
3418,a05|a14|a21
3419,a17|a36
3420,a05|a14
3421,s03421
3422,s03422
3423,a05
3424,a14
3425,a05|a17
3426,a05
3427,a05|a18
3428,a03|a05|a17|a36
3429,a05|a14
3430,a17|a18
3431,a05|a14|a17|a41
3432,a05
3433,a08
3434,a05|a17
3435,a05
3436,a05|a17
3437,s03437
3438,s03438
3439,a14
3440,a05|a17|a19
3441,a17
3442,s03442
3443,a17|a18
3444,a05|a14|a17
3445,a05|a18
3446,a05|a17
3447,a05|a36
3448,s03448
3449,a05|a14|a41
3450,s03450
3451,a05|a14
3452,s03452
3453,s03453
3454,s03454
3455,a17|a36
3456,a14
3457,a05|a17|a36
3458,a14
3459,s03459
3460,a05|a14|a16
3461,s03461
3462,s03462
3463,a01|a05
3464,s03464
3465,a07
3466,s03466
3467,s03467
3468,s03468
3469,a17|a19
3470,a01|a05
3471,a03|a05|a17|a36
3472,a07|a08|a10|a14
3473,a05|a16
3474,a05|a36
3475,s03475
3476,a05|a14
3477,s03477
3478,a17|a36
3479,a05|a14|a16
3480,a05|a36
3481,a08
3482,a08
3483,a05|a14
3484,a05|a17
3485,a05|a14|a41
3486,a01|a05
3487,a08
3488,a05|a17|a18
3489,a07
3490,s03490
3491,a05|a14
3492,a05|a17
3493,a05|a14|a41
3494,s03494
3495,s03495
3496,s03496
3497,s03497
3498,s03498
3499,a05|a08|a14|a17
3500,a17|a19
3501,a01|a05|a32
3502,s03502
3503,a01|a05
3504,a07|a08|a10|a14
3505,a14
3506,a14|a21
3507,s03507
3508,a05|a19|a34
3509,s03509
3510,a10|a14
3511,s03511
3512,a05|a14
3513,a05
3514,a05|a14
3515,s03515
3516,a05
3517,a14
3518,a05|a17
3519,a05|a17
3520,a05|a14|a36
3521,s03521
3522,a05|a14
3523,a01|a05|a07|a08|a10|a14|a17
3524,s03524
3525,a17
3526,a14
3527,a14
3528,a01|a05|a07|a08|a10|a14|a17
3529,a05
3530,s03530
3531,a05|a14|a16
3532,a10|a14
3533,a05|a18
3534,a05|a17
3535,a05|a17
3536,s03536
3537,a05|a14|a16
3538,s03538
3539,a10|a14
3540,s03540
3541,s03541
3542,s03542
3543,a17|a18
3544,a14|a21
3545,a05|a36
3546,s03546
3547,a14
3548,a05|a14
3549,s03549
3550,a05|a14|a36
3551,a05|a17
3552,s03552
3553,a05|a36
3554,s03554
3555,s03555
3556,a16
3557,s03557
3558,a05|a17|a18
3559,a05|a14|a16
3560,s03560
3561,s03561
3562,a05|a14|a17|a41
3563,a17
3564,a05
3565,s03565
3566,a05|a14|a36
3567,a05|a14|a16
3568,a03|a05|a17|a36
3569,a05
3570,a17|a18
3571,a05|a14|a36
3572,a05|a14
3573,a14
3574,s03574
3575,s03575
3576,a05|a17|a18
3577,a05
3578,a05|a14|a16
3579,a05|a17
3580,a05|a17
3581,a05|a14
3582,a01|a05|a07|a08|a10|a14|a17
3583,s03583
3584,a05|a14|a16
3585,s03585
3586,s03586
3587,a17|a18
3588,s03588
3589,a05|a17
3590,a10|a14
3591,s03591
3592,a14
3593,a17|a36
3594,s03594
3595,a05|a14|a41
3596,s03596
3597,s03597
3598,a14
3599,a05|a14|a17
3600,a17|a19
3601,a01|a05|a07|a08|a10|a14|a17
3602,a14
3603,a05|a14|a17|a41
3604,a05|a14|a16
3605,s03605
3606,a01|a05
3607,a17|a36
3608,a05|a14|a17|a41
3609,a01|a05|a14|a17|a23|a41
3610,a05|a14|a16
3611,a05
3612,s03612
3613,a05|a17
3614,s03614
3615,s03615
3616,a05|a16
3617,a17|a19
3618,s03618
3619,a07|a08|a10|a14
3620,s03620
3621,a05|a08|a14|a17
3622,a05
3623,a05|a17
3624,a05|a14|a16
3625,a05
3626,a07|a08|a10|a14
3627,a17|a18
3628,s03628
3629,a05
3630,a01|a05|a32
3631,s03631
3632,a05|a19|a34
3633,s03633
3634,s03634
3635,a01|a05
3636,a01|a05|a07|a08|a10|a14|a17
3637,a05|a14|a16
3638,a10|a14
3639,a05|a17|a18
3640,a05|a14
3641,s03641
3642,a05|a14|a41
3643,a05
3644,a05|a36
3645,a05|a14|a21
3646,s03646
3647,s03647
3648,a05|a14|a21
3649,a05|a14
3650,a01|a05|a14|a17|a23|a41
3651,a05|a14
3652,s03652
3653,a05|a14|a36
3654,a05|a14|a41
3655,s03655
3656,a05|a17
3657,a05|a14|a21
3658,a05|a08|a10|a14
3659,a14
3660,s03660
3661,a05|a14|a16
3662,a05|a36
3663,a05|a14|a36
3664,a05|a19|a34
3665,a14
3666,s03666
3667,s03667
3668,a05|a14
3669,a05|a14
3670,s03670
3671,a05|a14|a41
3672,a16
3673,s03673
3674,s03674
3675,a05|a14|a16
3676,s03676
3677,a17|a18
3678,a14
3679,a17
3680,a05
3681,a05|a08|a14|a17
3682,a16
3683,s03683
3684,s03684
3685,a01|a05|a07|a08|a10|a14|a17
3686,a07|a08|a10|a14
3687,a05|a10|a14
3688,a14|a21
3689,a05|a17
3690,a05|a14
3691,a05
3692,s03692
3693,a05|a17|a18
3694,s03694
3695,a05|a17
3696,a05|a18
3697,a05|a14|a16
3698,a14
3699,a05|a14|a16
3700,a16
3701,a05|a14|a16
3702,s03702
3703,a05|a14
3704,a08
3705,a05|a18
3706,a05|a14|a41
3707,a05|a17
3708,a05|a10|a14
3709,s03709
3710,s03710
3711,s03711
3712,s03712
3713,a05|a14
3714,s03714
3715,a01|a19
3716,s03716
3717,s03717
3718,a05|a14|a17|a41
3719,a05|a14|a36
3720,s03720
3721,a05|a17
3722,a14
3723,s03723
3724,a05|a17|a36
3725,a05|a18
3726,a05|a14|a41
3727,s03727
3728,a03|a05|a17|a36
3729,s03729
3730,a10|a14
3731,a17|a19
3732,a07|a08|a10|a14
3733,s03733
3734,a05|a14|a16
3735,s03735
3736,a05|a17|a18
3737,s03737
3738,s03738
3739,s03739
3740,a05|a14
3741,a17|a18
3742,a05|a16
3743,a05|a17
3744,a17|a18
3745,s03745
3746,s03746
3747,a05|a14|a17|a41
3748,a05|a17|a19
3749,a05|a14
3750,a14
3751,a05|a18
3752,a07|a08|a10|a14
3753,a17|a36
3754,a08
3755,a05|a14|a16
3756,a05|a16
3757,a05|a14|a17
3758,a05|a14
3759,a05|a14
3760,a07|a08|a10|a14
3761,a05|a14|a21
3762,a01|a05|a07|a08|a10|a14|a17
3763,s03763
3764,a16
3765,a05
3766,s03766
3767,a05|a36
3768,a05|a17|a18
3769,a08
3770,a05|a19|a34
3771,s03771
3772,a07|a08|a10
3773,s03773
3774,a14
3775,s03775
3776,a17|a18
3777,a05|a17|a18
3778,a14
3779,s03779
3780,a05|a14
3781,a05|a14|a16
3782,a14
3783,s03783
3784,a05|a17
3785,s03785
3786,a05|a14
3787,a05|a19|a34
3788,a05|a18
3789,s03789
3790,a07|a08|a10|a14
3791,a05
3792,a05|a14|a16
3793,a14
3794,a05|a14|a41
3795,a05|a14
3796,a05|a17
3797,a05|a14
3798,a16
3799,a05|a10|a14
3800,a05|a14|a16
3801,s03801
3802,a05
3803,s03803
3804,s03804
3805,a07|a08|a10|a14
3806,a05
3807,a17|a18
3808,s03808
3809,a17|a18
3810,a05|a14|a16
3811,a05|a14
3812,s03812
3813,a17
3814,a05|a14|a16
3815,a05|a14|a16
3816,s03816
3817,a16
3818,s03818
3819,a05|a17|a36
3820,s03820
3821,a05|a14|a17
3822,a05|a14
3823,a05|a18
3824,a05|a14|a17
3825,a17|a19
3826,s03826
3827,a05
3828,a16
3829,a05|a14|a16
3830,a05|a14|a36
3831,s03831
3832,a05|a14
3833,a05
3834,s03834
3835,a07|a09|a10|a11|a12|a13
3836,a01
3837,s03837
3838,a01|a05|a14|a25
3839,s03839
3840,a07|a08|a10
3841,s03841
3842,a08|a10
3843,s03843
3844,a07|a09|a10|a11|a12|a13
3845,a05|a14
3846,a01|a14|a25|a26
3847,s03847
3848,a01
3849,a07|a09|a10|a11|a12|a13
3850,s03850
3851,a01|a07|a08|a10
3852,s03852
3853,a01
3854,s03854
3855,a01
3856,a01
3857,s03857
3858,a01|a05|a14|a25
3859,a01
3860,a10
3861,s03861
3862,a01|a05
3863,s03863
3864,s03864
3865,s03865
3866,a01|a05
3867,a01|a05|a06
3868,a40
3869,a07|a10
3870,a01
3871,a40
3872,a01|a07
3873,s03873
3874,s03874
3875,s03875
3876,a01|a07|a08|a10
3877,a07|a09|a10|a11|a12|a13
3878,a01|a14|a25|a26
3879,a07|a10
3880,s03880
3881,a01
3882,a08|a10
3883,a01|a05
3884,a07|a08|a10
3885,s03885
3886,a07|a08|a10
3887,a01|a05|a06
3888,a07|a10
3889,a07
3890,s03890
3891,a01
3892,a01|a05|a14|a25
3893,a10
3894,a07
3895,a01|a07
3896,a01|a05
3897,a07|a08|a10
3898,a01|a07|a08|a10
3899,a01|a07|a09|a10
3900,a40
3901,a01|a05|a14
3902,a01|a07|a10
3903,a01
3904,a01
3905,a40
3906,s03906
3907,a07
3908,s03908
3909,a01
3910,a01
3911,s03911
3912,a07|a08|a10
3913,a01|a05|a07|a14|a17|a19
3914,s03914
3915,a07|a10
3916,a01
3917,a01|a07|a08|a10
3918,a01|a05
3919,a01
3920,s03920
3921,a40
3922,a07|a08|a40
3923,a01
3924,a07|a10
3925,a01|a05
3926,a07
3927,a01
3928,a01
3929,a07|a08|a10
3930,s03930
3931,a40
3932,a01|a07
3933,a01
3934,a01
3935,a08|a10
3936,s03936
3937,a01|a07
3938,s03938
3939,a07
3940,s03940
3941,s03941
3942,a07|a08|a10
3943,s03943
3944,a07
3945,a01|a05|a14|a25
3946,s03946
3947,a01|a05
3948,a07|a08|a10
3949,a01|a05
3950,s03950
3951,s03951
3952,a01
3953,s03953
3954,a01|a07|a09|a10
3955,a01|a07|a09|a10
3956,s03956
3957,s03957
3958,s03958
3959,a01|a07
3960,a01|a05|a14|a25
3961,s03961
3962,a08|a10
3963,s03963
3964,a07
3965,s03965
3966,s03966
3967,a01|a07|a08|a10
3968,a01|a07
3969,a07|a09|a10|a11|a12|a13
3970,a05|a10
3971,s03971
3972,a01
3973,a07|a10
3974,a01
3975,a01
3976,a01
3977,a08|a10
3978,s03978
3979,a07
3980,a01|a07|a08|a10
3981,a07|a08|a10
3982,a01|a07|a09|a10|a11
3983,a01
3984,a01|a05
3985,a01|a07
3986,a01
3987,a01|a05|a14|a25
3988,a01
3989,a07|a08|a10|a40
3990,a07|a09|a10|a11|a12|a13
3991,a01|a05|a14|a25
3992,a01|a07
3993,a07|a10
3994,s03994
3995,a01
3996,a07|a08|a10
3997,s03997
3998,a07
3999,a01|a14|a25|a26
4000,a05|a10
4001,a01
4002,a01|a07|a08|a10
4003,a01|a07|a09|a10
4004,a01
4005,a01
4006,a40
4007,a01|a05|a14|a25
4008,a01|a05|a14|a25
4009,a01|a07
4010,s04010
4011,s04011
4012,s04012
4013,a10
4014,s04014
4015,a01
4016,a40
4017,s04017
4018,a07|a08|a10
4019,s04019
4020,a10
4021,a01|a05
4022,s04022
4023,a01|a07|a09|a10|a11
4024,a01
4025,a16
4026,s04026
4027,a01|a07
4028,a01
4029,s04029
4030,a01|a05
4031,a01
4032,a01|a07
4033,s04033
4034,s04034
4035,a07|a10
4036,a40
4037,s04037
4038,a07|a08|a10
4039,a05
4040,a01|a07
4041,s04041
4042,a07|a09|a10|a11|a12|a13
4043,s04043
4044,a07|a10
4045,a07
4046,a01|a05|a14|a25
4047,a01|a05
4048,a05|a10
4049,a01|a05
4050,a07
4051,s04051
4052,a01|a05
4053,a07|a09|a10|a11|a12|a13
4054,s04054
4055,a01
4056,a01|a05
4057,a01
4058,a01
4059,a01
4060,a01|a07|a08|a10
4061,s04061
4062,a01
4063,a10
4064,a01
4065,a07|a09|a10|a11|a12|a13
4066,a14
4067,a01|a05|a14
4068,s04068
4069,a01|a07|a09|a10|a11
4070,a01
4071,a07|a08|a10
4072,a01|a05|a06
4073,a07|a08|a10
4074,a01|a05
4075,a01
4076,a01|a07|a08|a10
4077,a01|a03|a05|a14|a16|a21|a34
4078,a07|a10
4079,s04079
4080,a05
4081,a01
4082,s04082
4083,a07
4084,a01
4085,a01|a05
4086,s04086
4087,a01
4088,a07|a09|a10|a11|a12|a13
4089,a07
4090,s04090
4091,a01|a07
4092,s04092
4093,a01
4094,a40
4095,a10
4096,s04096
4097,s04097
4098,a01|a05
4099,a01|a07|a09|a10|a11
4100,a40
4101,s04101
4102,a01
4103,a01
4104,a01
4105,a07|a10
4106,a16
4107,a01|a07
4108,s04108
4109,a01|a07
4110,a01|a07|a08|a10
4111,a01
4112,a40
4113,a08|a10
4114,s04114
4115,a01|a07|a08|a10|a14|a40
4116,a01|a07|a09|a10
4117,a01
4118,s04118
4119,s04119
4120,a01
4121,s04121
4122,a01|a05|a14|a25
4123,s04123
4124,s04124
4125,a01|a05|a14|a25
4126,a01|a07|a08|a10
4127,a01
4128,a01
4129,a01|a05
4130,a07|a10
4131,a01|a05|a14|a25
4132,s04132
4133,s04133
4134,a07|a10
4135,s04135
4136,a01
4137,s04137
4138,a01
4139,s04139
4140,a01|a07|a08|a10
4141,s04141
4142,a08|a10
4143,a01
4144,a40
4145,s04145
4146,s04146
4147,a01|a07|a08|a10
4148,a01|a07
4149,a07|a08|a10
4150,a01
4151,a07|a08|a40
4152,a10
4153,a01
4154,a07|a09|a10|a11|a12|a13
4155,a01|a09|a11
4156,s04156
4157,a01|a07|a09|a10|a11
4158,a05|a14
4159,a07|a10
4160,s04160
4161,a01
4162,s04162
4163,a01|a05
4164,a01|a05|a14|a25
4165,a05|a10
4166,s04166
4167,s04167
4168,a01|a07|a08|a10
4169,a01
4170,s04170
4171,a10
4172,a01|a07
4173,s04173
4174,a40
4175,a07|a09|a10|a11|a12|a13
4176,s04176
4177,a07|a09|a10|a11|a12|a13
4178,s04178
4179,a09
4180,s04180
4181,a01
4182,a01
4183,s04183
4184,a07|a10
4185,a01|a07|a08|a10
4186,a01
4187,a01|a05|a14
4188,a01|a07
4189,a01|a07|a09|a10
4190,a01|a07|a09|a10
4191,a01
4192,a01|a05
4193,a40
4194,a10
4195,a01
4196,s04196
4197,s04197
4198,s04198
4199,s04199
4200,s04200
4201,a01|a07
4202,s04202
4203,s04203
4204,a40
4205,a07|a10
4206,s04206
4207,a01|a05
4208,a01|a07
4209,a07|a08|a10
4210,a01|a05
4211,s04211
4212,a01|a09|a11
4213,a01|a08
4214,a01
4215,s04215
4216,a01|a07|a10
4217,a10
4218,s04218
4219,s04219
4220,s04220
4221,a01
4222,s04222
4223,a07|a10
4224,a05
4225,s04225
4226,s04226
4227,s04227
4228,a07|a08|a10
4229,a10
4230,s04230
4231,s04231
4232,s04232
4233,a01
4234,a01|a05
4235,s04235
4236,a01|a09|a11
4237,s04237
4238,a01|a07|a09|a10
4239,a01|a05|a14
4240,a07|a08|a10
4241,a01|a05|a14|a25
4242,a01|a05
4243,s04243
4244,a10
4245,s04245
4246,a01|a05
4247,a01|a07|a08|a10
4248,a07|a10
4249,a01
4250,s04250
4251,a01
4252,a07|a10
4253,s04253
4254,a01|a14|a25|a26
4255,a07|a09|a10|a11|a12|a13
4256,a40
4257,a01
4258,a07|a09|a10|a11|a12|a13
4259,a40
4260,a01|a07|a09|a10
4261,a05
4262,s04262
4263,s04263
4264,a01|a07|a08|a10
4265,s04265
4266,a01|a05
4267,s04267
4268,a07|a10
4269,a01|a07
4270,s04270
4271,a01|a07|a09|a10
4272,a07|a10
4273,s04273
4274,a07|a08|a10
4275,a01|a07
4276,a07|a08|a10
4277,s04277
4278,a01
4279,s04279
4280,s04280
4281,a14
4282,a01|a07
4283,a01|a05
4284,a07
4285,a01|a05
4286,s04286
4287,s04287
4288,a07|a08|a10
4289,a01|a07|a09|a10
4290,a01
4291,a10
4292,s04292
4293,a01
4294,a07
4295,a01|a05|a14|a25
4296,a01|a07|a08|a10
4297,a07|a10
4298,a01
4299,s04299
4300,s04300
4301,a05|a14|a21
4302,s04302
4303,a01|a07|a08|a10
4304,s04304
4305,s04305
4306,a01|a07
4307,s04307
4308,a01|a05|a14|a25
4309,a01
4310,a01
4311,s04311
4312,s04312
4313,s04313
4314,s04314
4315,a01
4316,a01|a05
4317,s04317
4318,a01|a05
4319,s04319
4320,a07|a08|a10
4321,a40
4322,a01|a14|a25|a26
4323,s04323
4324,a01|a07|a09|a10
4325,a07|a10
4326,s04326
4327,a07
4328,s04328
4329,a01
4330,s04330
4331,s04331
4332,a40
4333,a40
4334,a07|a08|a40
4335,a01
4336,a01
4337,a01|a05
4338,a09
4339,a07|a08|a10
4340,a01
4341,a01|a05
4342,a01
4343,a01|a05|a14|a25
4344,a07
4345,a01
4346,s04346
4347,a01
4348,s04348
4349,s04349
4350,a01
4351,a01|a09|a11
4352,a10
4353,s04353
4354,a01
4355,a01
4356,a07
4357,a01|a07|a08|a10
4358,a01|a07|a08|a10
4359,s04359
4360,a01|a05|a14|a25
4361,a01|a07
4362,a01|a05
4363,a01
4364,s04364
4365,s04365
4366,s04366
4367,a01|a05
4368,a01|a07|a08|a10
4369,a01
4370,a07|a08|a10
4371,a01|a05
4372,s04372
4373,s04373
4374,a01|a07|a09|a10
4375,a01|a07|a08|a10
4376,a01
4377,a40
4378,s04378
4379,s04379
4380,a01
4381,a07|a09|a10|a11|a12|a13
4382,s04382
4383,a01
4384,a01|a07|a09|a10
4385,a01|a05
4386,s04386
4387,a01
4388,a07|a09|a10|a11|a12|a13
4389,a07|a09|a10|a11|a12|a13
4390,s04390
4391,a05|a10
4392,s04392
4393,a01
4394,a07|a08|a10
4395,a07|a10
4396,a01|a08
4397,a07|a09|a10|a11|a12|a13
4398,a07|a09|a10|a11|a12|a13
4399,a40
4400,a16
4401,a01|a05|a07|a10
4402,a01|a07|a09|a10
4403,s04403
4404,a01
4405,a09
4406,a05|a14
4407,s04407
4408,a01
4409,a07|a10
4410,a07|a09|a10|a11|a12|a13
4411,a01|a05|a14|a25
4412,s04412
4413,a07|a10
4414,a01|a05
4415,a01|a07|a08|a10
4416,a08|a10
4417,s04417
4418,s04418
4419,a01|a05|a06
4420,a01
4421,s04421
4422,a01|a05
4423,a08|a10
4424,s04424
4425,a05|a10
4426,s04426
4427,a07|a08|a10
4428,s04428
4429,a07|a10
4430,a07|a09|a10|a11|a12|a13
4431,a01|a07
4432,s04432
4433,s04433
4434,a07|a09|a10|a11|a12|a13
4435,a01|a05|a07|a10
4436,s04436
4437,a10
4438,a08|a10
4439,a07|a10
4440,a01
4441,s04441
4442,s04442
4443,a01
4444,s04444
4445,a01|a07
4446,s04446
4447,a01
4448,a01|a07|a08|a10
4449,a01
4450,a01
4451,a01|a07|a09|a10
4452,a01|a07|a08|a10
4453,a07|a08|a10
4454,s04454
4455,a07|a10
4456,a01|a05|a14|a25
4457,a07|a10
4458,a01|a05
4459,a40
4460,a05|a07
4461,a01
4462,a01|a05|a07|a14|a17|a19
4463,a10
4464,a07|a08|a10
4465,a07|a10
4466,a01|a05
4467,a07|a10
4468,a07|a10
4469,s04469
4470,s04470
4471,a07|a08|a40
4472,a01
4473,a10
4474,a01
4475,a01|a07|a08|a10
4476,a05
4477,a01|a07|a08|a10|a14|a40
4478,a01|a07
4479,a07|a08|a40
4480,a01|a07|a08|a10
4481,s04481
4482,s04482
4483,a01
4484,a01|a05
4485,s04485
4486,s04486
4487,a07|a09|a10|a11|a12|a13
4488,a01|a05|a14|a25
4489,s04489
4490,s04490
4491,a01|a05|a06
4492,s04492
4493,a10
4494,a01|a07|a08|a10
4495,a10
4496,s04496
4497,a01
4498,a40
4499,a01
4500,a07|a08|a10
4501,s04501
4502,a08|a10
4503,s04503
4504,s04504
4505,s04505
4506,s04506
4507,s04507
4508,a01|a05
4509,a10
4510,s04510
4511,s04511
4512,a01
4513,s04513
4514,a01
4515,a01|a07|a09|a10
4516,a01
4517,a40
4518,a01|a05|a14|a25
4519,s04519
4520,a07|a10
4521,a01
4522,a07|a08|a10
4523,a01
4524,a01|a05|a06
4525,s04525
4526,a07|a08|a10
4527,a05|a10
4528,s04528
4529,a01|a07
4530,a01|a05|a14
4531,a01|a05|a14|a25
4532,a01|a07|a10
4533,a07|a09|a10|a11|a12|a13
4534,s04534
4535,s04535
4536,s04536
4537,a07|a10
4538,s04538
4539,s04539
4540,s04540
4541,a01
4542,a01
4543,a07
4544,s04544
4545,a01|a05
4546,a01
4547,a01|a05
4548,a01|a05
4549,a07|a10
4550,a01
4551,a01|a07|a09|a10
4552,a01|a05
4553,s04553
4554,a01|a07
4555,a08|a10
4556,a10
4557,a01|a07
4558,s04558
4559,s04559
4560,a07|a10
4561,a01
4562,a07
4563,a01|a05
4564,a01
4565,a10
4566,s04566
4567,a07|a10
4568,s04568
4569,a01
4570,a07|a10
4571,a01
4572,a40
4573,s04573
4574,a01|a07
4575,a40
4576,a07|a10
4577,a01
4578,s04578
4579,a05|a07
4580,s04580
4581,s04581
4582,s04582
4583,s04583
4584,a01
4585,a01|a05|a14|a25
4586,a05|a07
4587,s04587
4588,a01
4589,s04589
4590,s04590
4591,a05|a10
4592,a05|a14
4593,s04593
4594,s04594
4595,s04595
4596,a07
4597,s04597
4598,a01|a07|a09|a10
4599,a01
4600,s04600
4601,s04601
4602,a01
4603,s04603
4604,a01|a07|a08|a10
4605,a07
4606,s04606
4607,s04607
4608,s04608
4609,a01
4610,a07
4611,a01
4612,s04612
4613,a01
4614,a10
4615,s04615
4616,a01
4617,a01|a08|a14
4618,s04618
4619,a01|a03|a05|a14|a16|a21|a34
4620,a07|a10
4621,a01|a07
4622,a07|a10
4623,a07|a10
4624,a07|a10
4625,a01|a07
4626,a01
4627,a01
4628,a07
4629,a01|a05
4630,a07|a08|a10
4631,s04631
4632,a08|a10
4633,a10
4634,a01|a05|a14
4635,s04635
4636,a01|a05
4637,a01|a07|a08|a10
4638,a01|a07|a10
4639,s04639
4640,a01|a05
4641,a16
4642,s04642
4643,a07|a08|a10
4644,s04644
4645,s04645
4646,a01|a05|a14|a25
4647,s04647
4648,s04648
4649,a01
4650,s04650
4651,a01|a05
4652,a05|a14
4653,a01
4654,s04654
4655,a01|a05
4656,a01
4657,s04657
4658,a01|a05
4659,a07|a10
4660,s04660
4661,a01|a05
4662,s04662
4663,a01
4664,s04664
4665,a01|a07
4666,s04666
4667,s04667
4668,a01|a07
4669,a01|a07
4670,a01|a05
4671,a07
4672,a05
4673,a07
4674,a01|a07
4675,a01|a03|a05|a14|a16|a21|a34
4676,a07|a08|a10
4677,s04677
4678,a10
4679,s04679
4680,s04680
4681,a05|a14|a21
4682,s04682
4683,a01|a05|a06
4684,a01|a05|a07|a14|a17|a19
4685,a01|a07|a10
4686,a01|a07|a09|a10
4687,s04687
4688,a01|a05|a14
4689,a01|a07
4690,a07
4691,a01
4692,s04692
4693,a01
4694,a01
4695,s04695
4696,s04696
4697,s04697
4698,a01
4699,a01
4700,a01
4701,a07|a08|a10
4702,a01|a07
4703,s04703
4704,a01|a07
4705,a01|a07
4706,a01
4707,a40
4708,s04708
4709,a01
4710,a01
4711,a01
4712,a01|a05
4713,a10
4714,s04714
4715,a01|a07
4716,a01|a07
4717,a07
4718,a01|a05
4719,s04719
4720,a07|a09|a10|a11|a12|a13
4721,a01
4722,a01|a14|a25|a26
4723,a10
4724,a40
4725,a09
4726,a05|a14
4727,s04727
4728,a01
4729,a01
4730,s04730
4731,a05
4732,a01|a05|a07|a19
4733,s04733
4734,a01
4735,s04735
4736,s04736
4737,s04737
4738,a01|a05|a07|a19|a32
4739,s04739
4740,s04740
4741,a01|a07
4742,s04742
4743,a01|a03|a07|a08|a09|a10|a11|a14
4744,a01|a05|a07|a10|a11
4745,a19
4746,s04746
4747,s04747
