egoid,venues_all,venues_dating,venues_nondating
4676,s04676,s04676,s04676
4677,s04677,s04677,s04677
4678,v0960,s04678,v0960
4679,v0390,s04679,v0390
4680,s04680,s04680,s04680
4681,s04681,s04681,s04681
4682,s04682,s04682,s04682
4683,v0128|v0375|v0959,s04683,v0128|v0375|v0959
4684,s04684,s04684,s04684
4685,v0446|v0507|v1199,s04685,v0446|v0507|v1199
4686,s04686,s04686,s04686
4687,s04687,s04687,s04687
4688,v0221,s04688,v0221
4689,s04689,s04689,s04689
4690,v0050|v0262|v0390|v0595|v0960,s04690,v0050|v0262|v0390|v0595|v0960
4691,v0932,s04691,v0932
4692,v0221|v0449,s04692,v0221|v0449
4693,v0039|v0375,s04693,v0039|v0375
4694,v0975,v0975,s04694
4695,v0993|v0998,v0993|v0998,s04695
4696,s04696,s04696,s04696
4697,v0507|v0704,s04697,v0507|v0704
4698,v0468|v1199,s04698,v0468|v1199
4699,s04699,s04699,s04699
4700,v0102|v0375,s04700,v0102|v0375
4701,v0464|v0479|v0489|v0507,v0479|v0489,v0464|v0507
4702,s04702,s04702,s04702
4703,s04703,s04703,s04703
4704,s04704,s04704,s04704
4705,v1116,s04705,v1116
4706,s04706,s04706,s04706
4707,v0390,s04707,v0390
4708,v0804,s04708,v0804
4709,s04709,s04709,s04709
4710,v0384|v0446|v0507,s04710,v0384|v0446|v0507
4711,v0102,s04711,v0102
4712,v0221|v0735,s04712,v0221|v0735
4713,s04713,s04713,s04713
4714,v0960|v1122,s04714,v0960|v1122
4715,s04715,s04715,s04715
4716,v0050|v0665,s04716,v0050|v0665
4717,v0923|v1178,s04717,v0923|v1178
4718,s04718,s04718,s04718
4719,s04719,s04719,s04719
4720,s04720,s04720,s04720
4721,v0221|v0996,s04721,v0221|v0996
4722,v0128|v0665|v1108,s04722,v0128|v0665|v1108
4723,v0375|v0599|v0804,s04723,v0375|v0599|v0804
4724,v0050,s04724,v0050
4725,v0959|v0977,s04725,v0959|v0977
4726,s04726,s04726,s04726
4727,v0221|v1199,s04727,v0221|v1199
4728,v0507,s04728,v0507
4729,v0645,s04729,v0645
4730,v0804,s04730,v0804
4731,v0109,s04731,v0109
4732,v1003|v1198,s04732,v1003|v1198
4733,s04733,s04733,s04733
4734,s04734,s04734,s04734
4735,v0977|v0992,v0992,v0977
4736,v0157|v0300,v0157|v0300,s04736
4737,v0221|v0975|v0993,v0975|v0993,v0221
4738,v0446|v0489,v0489,v0446
4739,v0274,s04739,v0274
4740,s04740,s04740,s04740
4741,v0560,s04741,v0560
4742,v0087|v0274|v0357|v0661|v0960,v0357,v0087|v0274|v0661|v0960
4743,v0701,s04743,v0701
4744,s04744,s04744,s04744
4745,v0109|v0383|v0960|v1110|v1136|v1220,s04745,v0109|v0383|v0960|v1110|v1136|v1220
4746,v0975,v0975,s04746
4747,v0489,v0489,s04747
4748,v0245,v0245,s04748
4749,v0096|v0231|v0489|v0743|v0975|v1002|v1113|v1139,v0096|v0489|v0975|v1002,v0231|v0743|v1113|v1139
4750,s04750,s04750,s04750
4751,s04751,s04751,s04751
4752,v0096|v0109,v0096,v0109
4753,v0222,s04753,v0222
4754,s04754,s04754,s04754
4755,v0332|v0665|v0992|v1113,v0992,v0332|v0665|v1113
4756,v0221,s04756,v0221
4757,v0375|v0975,v0975,v0375
4758,v0109,s04758,v0109
4759,v0102,s04759,v0102
4760,v0507,s04760,v0507
4761,v0096|v0489,v0096|v0489,s04761
4762,s04762,s04762,s04762
4763,v0264,s04763,v0264
4764,v0061|v0274|v0975|v0992,v0975|v0992,v0061|v0274
4765,v1199,s04765,v1199
4766,v0221|v0274|v0928,s04766,v0221|v0274|v0928
4767,s04767,s04767,s04767
4768,s04768,s04768,s04768
4769,v0096|v0665|v1113,v0096,v0665|v1113
4770,v0221|v0923,s04770,v0221|v0923
4771,v0340,v0340,s04771
4772,v0221|v1164,s04772,v0221|v1164
4773,v0221,s04773,v0221
4774,v0134|v0331|v0993|v1179,v0993,v0134|v0331|v1179
4775,v0958|v0975|v0993,v0958|v0975|v0993,s04775
4776,v0975|v1113,v0975,v1113
4777,v0975,v0975,s04777
4778,v1199,s04778,v1199
4779,s04779,s04779,s04779
4780,v0489,v0489,s04780
4781,s04781,s04781,s04781
4782,v0609,v0609,s04782
4783,s04783,s04783,s04783
4784,s04784,s04784,s04784
4785,v0489,v0489,s04785
4786,v0539,v0539,s04786
4787,v0375|v0805|v1140,s04787,v0375|v0805|v1140
4788,v0602|v0731,s04788,v0602|v0731
4789,v0974,v0974,s04789
4790,s04790,s04790,s04790
4791,v0157|v0575,v0157|v0575,s04791
4792,s04792,s04792,s04792
4793,s04793,s04793,s04793
4794,v0332,s04794,v0332
4795,v0096|v0102|v0221,v0096,v0102|v0221
4796,v0221|v0504|v0556,v0504,v0221|v0556
4797,s04797,s04797,s04797
4798,v0096|v0736|v1113,v0096,v0736|v1113
4799,v0096,v0096,s04799
4800,s04800,s04800,s04800
4801,v0923|v1122|v1199,s04801,v0923|v1122|v1199
4802,v0993|v0997|v1183,v0993|v0997|v1183,s04802
4803,v0050|v0665|v0674|v0684|v0804|v0959,v0684,v0050|v0665|v0674|v0804|v0959
4804,v0300|v0975|v0994,v0300|v0975|v0994,s04804
4805,v1199,s04805,v1199
4806,v0599,s04806,v0599
4807,v0539|v0552|v0665,v0539|v0552,v0665
4808,v0829|v0923|v0960|v1136,s04808,v0829|v0923|v0960|v1136
4809,v0793|v1204,s04809,v0793|v1204
4810,v1199,s04810,v1199
4811,v0575|v1113,v0575,v1113
4812,v0221,s04812,v0221
4813,s04813,s04813,s04813
4814,v0636|v0731|v0875,s04814,v0636|v0731|v0875
4815,v0489,v0489,s04815
4816,v0087|v0576|v0960,s04816,v0087|v0576|v0960
4817,v0096|v0556,v0096,v0556
4818,v0992|v1111,v0992,v1111
4819,v0109,s04819,v0109
4820,v0440,s04820,v0440
4821,v0157|v0300|v0975,v0157|v0300|v0975,s04821
4822,s04822,s04822,s04822
4823,s04823,s04823,s04823
4824,v1194,s04824,v1194
4825,v1005,s04825,v1005
4826,v0992,v0992,s04826
4827,s04827,s04827,s04827
4828,v0520,v0520,s04828
4829,v0050|v0665|v0729|v0786|v0838|v0851|v0990,v0990,v0050|v0665|v0729|v0786|v0838|v0851
4830,v0049,s04830,v0049
4831,v0517,s04831,v0517
4832,s04832,s04832,s04832
4833,s04833,s04833,s04833
4834,s04834,s04834,s04834
4835,s04835,s04835,s04835
4836,v0049|v0647,s04836,v0049|v0647
4837,v0102|v0959|v1178,s04837,v0102|v0959|v1178
4838,v0241|v0324,s04838,v0241|v0324
4839,v0110|v0975|v0994,v0110|v0975|v0994,s04839
4840,v0391,s04840,v0391
4841,v0207|v0299|v0975|v0992,v0299|v0975|v0992,v0207
4842,s04842,s04842,s04842
4843,v0992|v0993,v0992|v0993,s04843
4844,v0212|v0268|v0491|v0515|v0599|v0665|v0735|v1184,s04844,v0212|v0268|v0491|v0515|v0599|v0665|v0735|v1184
4845,v0109|v0110|v0975,v0110|v0975,v0109
4846,s04846,s04846,s04846
4847,v0097|v0102|v0731|v0855|v1199,s04847,v0097|v0102|v0731|v0855|v1199
4848,v1210,s04848,v1210
4849,v1199,s04849,v1199
4850,s04850,s04850,s04850
4851,v0096|v0357|v0647|v0993,v0096|v0357|v0993,v0647
4852,v0358,s04852,v0358
4853,s04853,s04853,s04853
4854,v0550,v0550,s04854
4855,v0049|v0709,v0709,v0049
4856,v0221|v0599|v0928,s04856,v0221|v0599|v0928
4857,v0168|v0804,s04857,v0168|v0804
4858,v0154|v0338|v0875,s04858,v0154|v0338|v0875
4859,v0665|v0793,s04859,v0665|v0793
4860,v0993,v0993,s04860
4861,s04861,s04861,s04861
4862,v0664,s04862,v0664
4863,v0338|v0390|v0515|v0665|v0999|v1111,s04863,v0338|v0390|v0515|v0665|v0999|v1111
4864,s04864,s04864,s04864
4865,v0096|v0321,v0096,v0321
4866,v0331|v0803|v0999|v1179,s04866,v0331|v0803|v0999|v1179
4867,v0075,s04867,v0075
4868,s04868,s04868,s04868
4869,v0960,s04869,v0960
4870,v0975|v1194,v0975,v1194
4871,s04871,s04871,s04871
4872,s04872,s04872,s04872
4873,v0221|v1197,v1197,v0221
4874,s04874,s04874,s04874
4875,v0087,s04875,v0087
4876,v0110|v0993,v0110|v0993,s04876
4877,v0380,v0380,s04877
4878,v0302,s04878,v0302
4879,s04879,s04879,s04879
4880,v1194,s04880,v1194
4881,s04881,s04881,s04881
4882,v1198,s04882,v1198
4883,v0384,s04883,v0384
4884,s04884,s04884,s04884
4885,v0960,s04885,v0960
4886,s04886,s04886,s04886
4887,v0049|v0128|v0745,s04887,v0049|v0128|v0745
4888,v0213,v0213,s04888
4889,v0128,s04889,v0128
4890,s04890,s04890,s04890
4891,v1228,s04891,v1228
4892,v0665,s04892,v0665
4893,v0925,s04893,v0925
4894,v0508|v1160,s04894,v0508|v1160
4895,v0923|v0992,v0992,v0923
4896,v0195|v0236|v0661|v0960|v0993|v1110,v0993,v0195|v0236|v0661|v0960|v1110
4897,v0793|v0828|v0923|v0960|v1110,s04897,v0793|v0828|v0923|v0960|v1110
4898,v0195|v0661|v0960|v1110|v1134,s04898,v0195|v0661|v0960|v1110|v1134
4899,v0731|v0994,v0994,v0731
4900,v0097|v0855|v0875,s04900,v0097|v0855|v0875
4901,v0312,s04901,v0312
4902,s04902,s04902,s04902
4903,v0661|v0829|v0923|v0960|v1110,s04903,v0661|v0829|v0923|v0960|v1110
4904,v0992,v0992,s04904
4905,v0343|v0975|v1002,v0343|v0975|v1002,s04905
4906,s04906,s04906,s04906
4907,v1164,s04907,v1164
4908,v0391|v0663,v0663,v0391
4909,v0375|v0384,s04909,v0375|v0384
4910,s04910,s04910,s04910
4911,v0049|v0709|v0975|v0990,v0709|v0975|v0990,v0049
4912,v0666,v0666,s04912
4913,s04913,s04913,s04913
4914,v0507|v1199,s04914,v0507|v1199
4915,v0128|v0312,s04915,v0128|v0312
4916,v0923,s04916,v0923
4917,v1111,s04917,v1111
4918,v0005|v0096|v0975|v0992|v0993,v0096|v0975|v0992|v0993,v0005
4919,v0050,s04919,v0050
4920,s04920,s04920,s04920
4921,s04921,s04921,s04921
4922,v1110,s04922,v1110
4923,v1213,s04923,v1213
4924,v0507|v0958|v0980,v0958,v0507|v0980
4925,v0731,s04925,v0731
4926,v0490|v0573,s04926,v0490|v0573
4927,v0923|v0925,s04927,v0923|v0925
4928,v0300|v0975|v0994,v0300|v0975|v0994,s04928
4929,v0027|v0050|v0221|v0945,s04929,v0027|v0050|v0221|v0945
4930,v0221|v1164,s04930,v0221|v1164
4931,v0375|v0975,v0975,v0375
4932,v0497|v0923|v1199,s04932,v0497|v0923|v1199
4933,v0221|v1164,s04933,v0221|v1164
4934,v0961|v0992,v0961|v0992,s04934
4935,s04935,s04935,s04935
4936,v0508|v0577,s04936,v0508|v0577
4937,v0558,s04937,v0558
4938,v0923|v0975|v0993|v1002|v1113|v1139,v0975|v0993|v1002,v0923|v1113|v1139
4939,s04939,s04939,s04939
4940,v1056,s04940,v1056
4941,s04941,s04941,s04941
4942,s04942,s04942,s04942
4943,v0975,v0975,s04943
4944,v0061|v0087|v0391|v0430|v0572|v0665,s04944,v0061|v0087|v0391|v0430|v0572|v0665
4945,v0050,s04945,v0050
4946,v0049|v0393,s04946,v0049|v0393
4947,v0661|v0993|v1137,v0993,v0661|v1137
4948,v0050|v0599,s04948,v0050|v0599
4949,v0049,s04949,v0049
4950,v0508|v1183,v1183,v0508
4951,v1122,s04951,v1122
4952,v1056,s04952,v1056
4953,v0507,s04953,v0507
4954,v0938,s04954,v0938
4955,v0102|v0992,v0992,v0102
4956,s04956,s04956,s04956
4957,v0087|v0576|v0960,s04957,v0087|v0576|v0960
4958,s04958,s04958,s04958
4959,v0992,v0992,s04959
4960,v0096|v0198|v1113,v0096,v0198|v1113
4961,v0389|v0390|v0731,s04961,v0389|v0390|v0731
4962,s04962,s04962,s04962
4963,v0661,s04963,v0661
4964,v0087|v0576|v0881|v0960,s04964,v0087|v0576|v0881|v0960
4965,v1122,s04965,v1122
4966,v0002|v0221,s04966,v0002|v0221
4967,s04967,s04967,s04967
4968,v0701,s04968,v0701
4969,s04969,s04969,s04969
4970,s04970,s04970,s04970
4971,v0539,v0539,s04971
4972,v0087|v0274|v0661|v0960|v1110,s04972,v0087|v0274|v0661|v0960|v1110
4973,v0828,s04973,v0828
4974,s04974,s04974,s04974
4975,v0391,s04975,v0391
4976,v0562,s04976,v0562
4977,s04977,s04977,s04977
4978,s04978,s04978,s04978
4979,v0221|v0489,v0489,v0221
4980,v0974,v0974,s04980
4981,v0221|v0343,v0343,v0221
4982,v0221|v0274|v0599|v0928,s04982,v0221|v0274|v0599|v0928
4983,s04983,s04983,s04983
4984,v0343,v0343,s04984
4985,v0389|v0390,s04985,v0389|v0390
4986,v1122,s04986,v1122
4987,v0097|v0855|v0875,s04987,v0097|v0855|v0875
4988,v1000,v1000,s04988
4989,v0299|v0992,v0299|v0992,s04989
4990,v0004|v0292,v0292,v0004
4991,v1110,s04991,v1110
4992,v0102|v0854,s04992,v0102|v0854
4993,v1199,s04993,v1199
4994,s04994,s04994,s04994
4995,v0993|v1110,v0993,v1110
4996,v0489,v0489,s04996
4997,v0050|v0221|v0647|v0793|v1141,s04997,v0050|v0221|v0647|v0793|v1141
4998,s04998,s04998,s04998
4999,s04999,s04999,s04999
5000,s05000,s05000,s05000
5001,v1110,s05001,v1110
5002,v0109,s05002,v0109
5003,s05003,s05003,s05003
5004,v0102|v0389|v0390|v0731,s05004,v0102|v0389|v0390|v0731
5005,s05005,s05005,s05005
5006,v0925,s05006,v0925
5007,v0312|v0998|v1136,v0998,v0312|v1136
5008,s05008,s05008,s05008
5009,v0096|v0661|v0960|v1110,v0096,v0661|v0960|v1110
5010,v0312|v0730|v0992,v0992,v0312|v0730
5011,v0195|v0236|v0661|v0900|v0960|v0993|v1110|v1134,v0900|v0993,v0195|v0236|v0661|v0960|v1110|v1134
5012,v0490|v0661,s05012,v0490|v0661
5013,s05013,s05013,s05013
5014,v0299|v0975,v0299|v0975,s05014
5015,s05015,s05015,s05015
5016,v0069|v0262|v0635,s05016,v0069|v0262|v0635
5017,v0384,s05017,v0384
5018,v0975,v0975,s05018
5019,v0233|v0975|v0992,v0975|v0992,v0233
5020,v0384,s05020,v0384
5021,v0731|v1178,s05021,v0731|v1178
5022,s05022,s05022,s05022
5023,v0161,s05023,v0161
5024,v0245|v0998,v0245|v0998,s05024
5025,v0241|v0917|v0998|v1074,v0917|v0998,v0241|v1074
5026,v0384|v0996,s05026,v0384|v0996
5027,v0661,s05027,v0661
5028,v0509,s05028,v0509
5029,v1199,s05029,v1199
5030,v0274,s05030,v0274
5031,v1110,s05031,v1110
5032,v0300|v0924,v0300,v0924
5033,v0061|v0087|v0391|v0434|v0665|v1160,s05033,v0061|v0087|v0391|v0434|v0665|v1160
5034,v0574|v0665|v1113,v0574,v0665|v1113
5035,v0049|v0050,s05035,v0049|v0050
5036,v0049|v1122,s05036,v0049|v1122
5037,v0357|v0975,v0357|v0975,s05037
5038,v0109,s05038,v0109
5039,v0384,s05039,v0384
5040,v0923|v0993,v0993,v0923
5041,s05041,s05041,s05041
5042,v1000,v1000,s05042
5043,s05043,s05043,s05043
5044,v0300,v0300,s05044
5045,v0033|v0050,s05045,v0033|v0050
5046,v0312|v0629|v0635,s05046,v0312|v0629|v0635
5047,v0974|v0992,v0974|v0992,s05047
5048,v0975,v0975,s05048
5049,s05049,s05049,s05049
5050,v0002|v0302|v0436|v0561|v1110,v0436,v0002|v0302|v0561|v1110
5051,v0109|v0567,s05051,v0109|v0567
5052,v0087|v0914,s05052,v0087|v0914
5053,v0709,v0709,s05053
5054,v0222,s05054,v0222
5055,v0464|v0923|v0925|v0992,v0992,v0464|v0923|v0925
5056,v0993|v1110,v0993,v1110
5057,v0955,v0955,s05057
5058,v0110|v0515|v0665|v0729|v0838|v1007,v0110,v0515|v0665|v0729|v0838|v1007
5059,v0990|v0993|v0994|v0997|v1183,v0990|v0993|v0994|v0997|v1183,s05059
5060,v0296|v0469,s05060,v0296|v0469
5061,v0096|v0109,v0096,v0109
5062,s05062,s05062,s05062
5063,v1113,s05063,v1113
5064,s05064,s05064,s05064
5065,v0049,s05065,v0049
5066,v0961|v0975|v0992,v0961|v0975|v0992,s05066
5067,v0071,s05067,v0071
5068,v0384,s05068,v0384
5069,v0929|v1003,s05069,v0929|v1003
5070,v0075,s05070,v0075
5071,v0375|v1127,s05071,v0375|v1127
5072,v0567|v1228,s05072,v0567|v1228
5073,v0975,v0975,s05073
5074,s05074,s05074,s05074
5075,v0300,v0300,s05075
5076,v0195|v0236|v0661|v0960|v0993|v1110|v1134,v0993,v0195|v0236|v0661|v0960|v1110|v1134
5077,v0097|v0333|v0855,s05077,v0097|v0333|v0855
5078,v0556,s05078,v0556
5079,v0998,v0998,s05079
5080,v0602,s05080,v0602
5081,s05081,s05081,s05081
5082,s05082,s05082,s05082
5083,v1110,s05083,v1110
5084,v0110|v0975|v0994,v0110|v0975|v0994,s05084
5085,v0375|v1213,s05085,v0375|v1213
5086,v0974|v0975|v0993,v0974|v0975|v0993,s05086
5087,s05087,s05087,s05087
5088,s05088,s05088,s05088
5089,v0357|v0811|v0977|v0992,v0357|v0811|v0992,v0977
5090,v0994,v0994,s05090
5091,v0924|v0993,v0993,v0924
5092,v0489|v0992,v0489|v0992,s05092
5093,v0992,v0992,s05093
5094,s05094,s05094,s05094
5095,s05095,s05095,s05095
5096,v0658|v1228,s05096,v0658|v1228
5097,s05097,s05097,s05097
5098,v0195|v0236|v0661|v0900|v0960|v1110|v1111,v0900,v0195|v0236|v0661|v0960|v1110|v1111
5099,s05099,s05099,s05099
5100,v0049|v0128|v0975,v0975,v0049|v0128
5101,v0384,s05101,v0384
5102,v0731|v0845,v0845,v0731
5103,v0432|v0469|v0793|v0993|v1204,v0993,v0432|v0469|v0793|v1204
5104,v0050|v0678,s05104,v0050|v0678
5105,v0923,s05105,v0923
5106,s05106,s05106,s05106
5107,s05107,s05107,s05107
5108,v0221|v0299|v0665|v0975|v0992|v0993|v1113|v1189,v0299|v0975|v0992|v0993,v0221|v0665|v1113|v1189
5109,v0221,s05109,v0221
5110,v0661|v0993,v0993,v0661
5111,s05111,s05111,s05111
5112,v0701,s05112,v0701
5113,v0087|v0091|v0576|v0993,v0993,v0087|v0091|v0576
5114,s05114,s05114,s05114
5115,s05115,s05115,s05115
5116,v0233|v0338|v0975|v0992,v0975|v0992,v0233|v0338
5117,v0803|v0828|v0959,s05117,v0803|v0828|v0959
5118,v0245,v0245,s05118
5119,v0599|v0928,s05119,v0599|v0928
5120,v0924,s05120,v0924
5121,v0005|v0114|v0357|v0975,v0357|v0975,v0005|v0114
5122,v0096|v0221,v0096,v0221
5123,s05123,s05123,s05123
5124,v1122,s05124,v1122
5125,v0207,s05125,v0207
5126,s05126,s05126,s05126
5127,v0958,v0958,s05127
5128,v0300|v0975,v0300|v0975,s05128
5129,v0556,s05129,v0556
5130,s05130,s05130,s05130
5131,s05131,s05131,s05131
5132,v0049|v0393,s05132,v0049|v0393
5133,v0096,v0096,s05133
5134,v0077|v0363|v0440|v0665|v0674|v0805|v0838|v1136,s05134,v0077|v0363|v0440|v0665|v0674|v0805|v0838|v1136
5135,s05135,s05135,s05135
5136,v0222|v0577,s05136,v0222|v0577
5137,v0974,v0974,s05137
5138,v0900,v0900,s05138
5139,v0993,v0993,s05139
5140,s05140,s05140,s05140
5141,s05141,s05141,s05141
5142,s05142,s05142,s05142
5143,v0393,s05143,v0393
5144,s05144,s05144,s05144
5145,v0264|v0443,v0443,v0264
5146,s05146,s05146,s05146
5147,v0560|v0804|v0993|v1140,v0993,v0560|v0804|v1140
5148,v0221|v0923,s05148,v0221|v0923
5149,v1199,s05149,v1199
5150,v0049|v0938|v1164,s05150,v0049|v0938|v1164
5151,v0599,s05151,v0599
5152,v0109|v0722,s05152,v0109|v0722
5153,v0489|v0975|v1000,v0489|v0975|v1000,s05153
5154,v0375|v0925,s05154,v0375|v0925
5155,s05155,s05155,s05155
5156,v0603|v0960|v1005,s05156,v0603|v0960|v1005
5157,v0489,v0489,s05157
5158,v0375|v0473|v0886|v0998|v1074,v0998,v0375|v0473|v0886|v1074
5159,v0993|v1000,v0993|v1000,s05159
5160,v0118|v0958,v0958,v0118
5161,v0974|v0993,v0974|v0993,s05161
5162,v0096|v0221|v1164,v0096,v0221|v1164
5163,s05163,s05163,s05163
5164,v0567,s05164,v0567
5165,v0071|v0645|v0960,s05165,v0071|v0645|v0960
5166,v0221,s05166,v0221
5167,v0550,v0550,s05167
5168,v0645,s05168,v0645
5169,s05169,s05169,s05169
5170,v0613,s05170,v0613
5171,s05171,s05171,s05171
5172,v0444,s05172,v0444
5173,v1199,s05173,v1199
5174,v0960,s05174,v0960
5175,v1210,s05175,v1210
5176,s05176,s05176,s05176
5177,s05177,s05177,s05177
5178,v0221,s05178,v0221
5179,v0489|v0693|v1025|v1199,v0489|v0693,v1025|v1199
5180,v0974,v0974,s05180
5181,v1199,s05181,v1199
5182,v0489,v0489,s05182
5183,v1127,s05183,v1127
5184,v0661|v0993,v0993,v0661
5185,s05185,s05185,s05185
5186,v0464|v0750|v0960,s05186,v0464|v0750|v0960
5187,v0960|v0975|v0993|v0998,v0975|v0993|v0998,v0960
5188,v0479|v0923|v0992,v0479|v0992,v0923
5189,s05189,s05189,s05189
5190,v0964,s05190,v0964
5191,s05191,s05191,s05191
5192,v0050|v0160|v0236|v0945,s05192,v0050|v0160|v0236|v0945
5193,v0384,s05193,v0384
5194,v0975,v0975,s05194
5195,v0980,s05195,v0980
5196,v0110|v0114|v0975|v0993|v1110,v0110|v0975|v0993,v0114|v1110
5197,v0923|v0996,s05197,v0923|v0996
5198,v0431,s05198,v0431
5199,v0049|v0431|v1122,s05199,v0049|v0431|v1122
5200,v0539|v0552,v0539|v0552,s05200
5201,v0049,s05201,v0049
5202,s05202,s05202,s05202
5203,v0050|v0087|v0783,v0783,v0050|v0087
5204,v0002|v0169|v0429|v1110,v0169,v0002|v0429|v1110
5205,v0087|v0661|v0960,s05205,v0087|v0661|v0960
5206,v0975|v0994,v0975|v0994,s05206
5207,s05207,s05207,s05207
5208,s05208,s05208,s05208
5209,v0974,v0974,s05209
5210,s05210,s05210,s05210
5211,v0087|v1003,s05211,v0087|v1003
5212,v1164,s05212,v1164
5213,v0975|v0992|v0998,v0975|v0992|v0998,s05213
5214,v0993|v0994,v0993|v0994,s05214
5215,s05215,s05215,s05215
5216,s05216,s05216,s05216
5217,v0110|v0114|v0975|v1110,v0110|v0975,v0114|v1110
5218,v0312|v0658|v0729|v0828|v0960|v1110,s05218,v0312|v0658|v0729|v0828|v0960|v1110
5219,v0875|v0923|v1122,s05219,v0875|v0923|v1122
5220,v0096|v0222|v0993,v0096|v0993,v0222
5221,v0539,v0539,s05221
5222,v0110,v0110,s05222
5223,v0221|v0274|v0928,s05223,v0221|v0274|v0928
5224,v0375|v0384,s05224,v0375|v0384
5225,v0703|v0731|v0875,s05225,v0703|v0731|v0875
5226,v0050|v0431,s05226,v0050|v0431
5227,v0221|v0406|v0489|v0687,v0489,v0221|v0406|v0687
5228,v0109|v0507|v0729|v0924|v0960|v1110,s05228,v0109|v0507|v0729|v0924|v0960|v1110
5229,s05229,s05229,s05229
5230,v0087|v0489|v0975,v0489|v0975,v0087
5231,s05231,s05231,s05231
5232,v0087|v0576|v0960,s05232,v0087|v0576|v0960
5233,v0071|v0300|v0585,v0300,v0071|v0585
5234,v1213,s05234,v1213
5235,v0489|v0923|v0975|v0993|v1002|v1113,v0489|v0975|v0993|v1002,v0923|v1113
5236,s05236,s05236,s05236
5237,v0221|v0274|v0599|v0928,s05237,v0221|v0274|v0599|v0928
5238,s05238,s05238,s05238
5239,s05239,s05239,s05239
5240,v0975|v0992,v0975|v0992,s05240
5241,v0096|v1127,v0096,v1127
5242,v0061|v0087|v0391|v0434|v0625|v0665|v0737|v0996,v0625,v0061|v0087|v0391|v0434|v0665|v0737|v0996
5243,v1000,v1000,s05243
5244,v0975,v0975,s05244
5245,s05245,s05245,s05245
5246,v0299|v0993|v1127,v0299|v0993,v1127
5247,v0096|v0489,v0096|v0489,s05247
5248,v0489|v0804,v0489,v0804
5249,s05249,s05249,s05249
5250,v0035|v0222|v0397|v0635|v0665|v0674|v1184,s05250,v0035|v0222|v0397|v0635|v0665|v0674|v1184
5251,v0005|v0975,v0975,v0005
5252,s05252,s05252,s05252
5253,s05253,s05253,s05253
5254,v0264,s05254,v0264
5255,v0384,s05255,v0384
5256,v0337|v0811,v0337|v0811,s05256
5257,v0061|v0975|v0992,v0975|v0992,v0061
5258,v0958,v0958,s05258
5259,v0489,v0489,s05259
5260,v0222|v0466,s05260,v0222|v0466
5261,v0096,v0096,s05261
5262,v0745|v0817|v1213,s05262,v0745|v0817|v1213
5263,v0923|v1122|v1199,s05263,v0923|v1122|v1199
5264,s05264,s05264,s05264
5265,v0974|v0975|v0993,v0974|v0975|v0993,s05265
5266,v0087|v0576|v0960,s05266,v0087|v0576|v0960
5267,v1199,s05267,v1199
5268,v0109|v0300,v0300,v0109
5269,v0233,s05269,v0233
5270,v0096|v0300|v0489|v0924|v0993,v0096|v0300|v0489|v0993,v0924
5271,v0489|v1183,v0489|v1183,s05271
5272,s05272,s05272,s05272
5273,v0278|v0958,v0278|v0958,s05273
5274,v0245|v0998,v0245|v0998,s05274
5275,s05275,s05275,s05275
5276,v0665,s05276,v0665
5277,v0992|v0993|v0997|v1183,v0992|v0993|v0997|v1183,s05277
5278,v0992,v0992,s05278
5279,s05279,s05279,s05279
5280,v0087|v1228,s05280,v0087|v1228
5281,v0992,v0992,s05281
5282,v0489,v0489,s05282
5283,v1199,s05283,v1199
5284,v0299|v0975|v0992,v0299|v0975|v0992,s05284
5285,v0049|v0975|v0990,v0975|v0990,v0049
5286,v0049|v0735,s05286,v0049|v0735
5287,v1122|v1199,s05287,v1122|v1199
5288,v0049,s05288,v0049
5289,s05289,s05289,s05289
5290,v0602|v0731|v0865,s05290,v0602|v0731|v0865
5291,v0262|v0391|v0661|v0895,s05291,v0262|v0391|v0661|v0895
5292,s05292,s05292,s05292
5293,v0656,s05293,v0656
5294,v0974,v0974,s05294
5295,v0096|v0300|v0924|v0993,v0096|v0300|v0993,v0924
5296,v0128|v0938,s05296,v0128|v0938
5297,s05297,s05297,s05297
5298,s05298,s05298,s05298
5299,v1136,s05299,v1136
5300,v0992|v0993|v0998,v0992|v0993|v0998,s05300
5301,v0222|v0312|v0992,v0992,v0222|v0312
5302,s05302,s05302,s05302
5303,v1199,s05303,v1199
5304,v0960,s05304,v0960
5305,v1199,s05305,v1199
5306,v0473|v0891|v0917|v0998,v0917|v0998,v0473|v0891
5307,v0384,s05307,v0384
5308,s05308,s05308,s05308
5309,s05309,s05309,s05309
5310,v0756|v0828|v0843,v0843,v0756|v0828
5311,v0828,s05311,v0828
5312,v0959,s05312,v0959
5313,s05313,s05313,s05313
5314,v0299|v0992,v0299|v0992,s05314
5315,v0049|v0295,s05315,v0049|v0295
5316,v0851,s05316,v0851
5317,v0456,s05317,v0456
5318,v0974,v0974,s05318
5319,v0245|v0998,v0245|v0998,s05319
5320,v0384|v1199,s05320,v0384|v1199
5321,v0998,v0998,s05321
5322,v0284,s05322,v0284
5323,v0875|v0982,s05323,v0875|v0982
5324,v0384,s05324,v0384
5325,v0096,v0096,s05325
5326,v0389|v0390|v0731,s05326,v0389|v0390|v0731
5327,v0431|v1122,s05327,v0431|v1122
5328,v0992,v0992,s05328
5329,v0221|v0489,v0489,v0221
5330,s05330,s05330,s05330
5331,s05331,s05331,s05331
